statename|url|website|activity_level|activity_level_label|weekend|season|weeknumber,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|3|Minimal|Jan-17-2009|2008-09|2,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|3|Minimal|Jan-17-2009|2008-09|2,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|3|Minimal|Jan-10-2009|2008-09|1,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|3|Minimal|Jan-24-2009|2008-09|3,,,
Texas|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|Influenza Surveillance|3|Minimal|Jan-17-2009|2008-09|2,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|3|Minimal|Jan-03-2009|2008-09|53,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|3|Minimal|Jan-10-2009|2008-09|1,,,
Texas|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|Influenza Surveillance|3|Minimal|Dec-27-2008|2008-09|52,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|3|Minimal|Jan-03-2009|2008-09|53,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|3|Minimal|Dec-13-2008|2008-09|50,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|3|Minimal|Dec-06-2008|2008-09|49,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|3|Minimal|Dec-20-2008|2008-09|51,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|3|Minimal|Dec-13-2008|2008-09|50,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|3|Minimal|Nov-29-2008|2008-09|48,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|3|Minimal|Dec-06-2008|2008-09|49,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|3|Minimal|Nov-29-2008|2008-09|48,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|3|Minimal|Nov-29-2008|2008-09|48,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|3|Minimal|Nov-22-2008|2008-09|47,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|3|Minimal|Nov-01-2008|2008-09|44,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|3|Minimal|Nov-08-2008|2008-09|45
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|3|Minimal|Oct-25-2008|2008-09|43
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|4|Low|Jan-09-2016|2015-16|1,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|4|Low|Jan-09-2016|2015-16|1,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|4|Low|Jan-09-2016|2015-16|1,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|4|Low|Jan-09-2016|2015-16|1,,,
Texas|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|Influenza Surveillance|4|Low|Jan-09-2016|2015-16|1,,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|4|Low|Jan-16-2016|2015-16|2,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|4|Low|Jan-16-2016|2015-16|2,,,
Puerto Rico|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|Puerto Rico Departamento de Salud|4|Low|Jan-16-2016|2015-16|2,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|4|Low|Jan-16-2016|2015-16|2,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|4|Low|Jan-23-2016|2015-16|3,,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|4|Low|Jan-23-2016|2015-16|3,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|4|Low|Jan-23-2016|2015-16|3,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|4|Low|Jan-30-2016|2015-16|4,,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|4|Low|Jan-30-2016|2015-16|4,,,
California|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|Influenza (Flu)|4|Low|Feb-06-2016|2015-16|5,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|4|Low|Jan-30-2016|2015-16|4,,,
New Mexico|https://nmhealth.org/about/erd/ideb/isp/|Flu in New Mexico|4|Low|Feb-06-2016|2015-16|5,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|4|Low|Feb-06-2016|2015-16|5,,,
Idaho|http://flu.idaho.gov|Influenza|4|Low|Feb-06-2016|2015-16|5,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|4|Low|Feb-13-2016|2015-16|6,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|4|Low|Feb-13-2016|2015-16|6,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|4|Low|Feb-13-2016|2015-16|6,,
New Jersey|http://www.nj.gov/health/cd/topics/flu.shtml|Seasonal Influenza - Surveillance|4|Low|Feb-13-2016|2015-16|6,,,
South Carolina|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|Influenza Activity and Surveillance|4|Low|Feb-13-2016|2015-16|6,,,
Arkansas|http://www.healthy.arkansas.gov/programs-services/topics/influenza|Communicable Disease and Immunizations|4|Low|Feb-20-2016|2015-16|7,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|4|Low|Feb-20-2016|2015-16|7,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|4|Low|Feb-20-2016|2015-16|7
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|4|Low|Feb-20-2016|2015-16|7,,,
Kansas|http://www.kdheks.gov/flu/surveillance.htm|Influenza Information|4|Low|Feb-20-2016|2015-16|7,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|4|Low|Feb-20-2016|2015-16|7,,,
Idaho|http://flu.idaho.gov|Influenza|4|Low|Feb-20-2016|2015-16|7,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|4|Low|Feb-20-2016|2015-16|7,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|4|Low|Feb-20-2016|2015-16|7,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|4|Low|Feb-27-2016|2015-16|8,,,
Indiana|http://www.in.gov/isdh/22104.htm|Influenza in Indiana|4|Low|Feb-27-2016|2015-16|8,,,
Kansas|http://www.kdheks.gov/flu/surveillance.htm|Influenza Information|4|Low|Feb-27-2016|2015-16|8,,,
New Jersey|http://www.nj.gov/health/cd/topics/flu.shtml|Seasonal Influenza - Surveillance|4|Low|Feb-27-2016|2015-16|8,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|4|Low|Feb-27-2016|2015-16|8,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|4|Low|Feb-27-2016|2015-16|8,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|4|Low|Mar-05-2016|2015-16|9,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|4|Low|Mar-05-2016|2015-16|9,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|4|Low|Mar-05-2016|2015-16|9,,,
Idaho|http://flu.idaho.gov|Influenza|4|Low|Mar-12-2016|2015-16|10,,,
Wyoming|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/|Influenza|4|Low|Mar-05-2016|2015-16|9,,,
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|4|Low|Mar-12-2016|2015-16|10,,,
Wisconsin|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|Tracking Influenza in Wisconsin|4|Low|Mar-12-2016|2015-16|10,,,
California|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|Influenza (Flu)|4|Low|Mar-19-2016|2015-16|11,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|4|Low|Mar-19-2016|2015-16|11,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|4|Low|Mar-19-2016|2015-16|11,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|4|Low|Mar-19-2016|2015-16|11,,,
Missouri|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|Influenza Data & Statistical Reports |4|Low|Mar-19-2016|2015-16|11,,,
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|4|Low|Mar-19-2016|2015-16|11,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|4|Low|Mar-19-2016|2015-16|11,,,
Kansas|http://www.kdheks.gov/flu/surveillance.htm|Influenza Information|4|Low|Mar-19-2016|2015-16|11,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|4|Low|Mar-19-2016|2015-16|11,,,
Rhode Island|http://www.health.ri.gov/data/flu/index.php|Influenza Surveillance|4|Low|Mar-19-2016|2015-16|11,,,
Tennessee|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|Influenza-Like Illness Surveillance Summary Archive|4|Low|Mar-19-2016|2015-16|11,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|4|Low|Mar-26-2016|2015-16|12,,,
Kentucky|https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx|Influenza - Flu|4|Low|Mar-26-2016|2015-16|12,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|4|Low|Mar-26-2016|2015-16|12,,,
Texas|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|Influenza Surveillance|4|Low|Mar-26-2016|2015-16|12,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|4|Low|Mar-26-2016|2015-16|12,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|4|Low|Mar-26-2016|2015-16|12,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|4|Low|Apr-02-2016|2015-16|13,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|4|Low|Apr-02-2016|2015-16|13,,,
Texas|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|Influenza Surveillance|4|Low|Apr-02-2016|2015-16|13,,,
South Carolina|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|Influenza Activity and Surveillance|4|Low|Apr-02-2016|2015-16|13,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|4|Low|Apr-02-2016|2015-16|13,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|4|Low|Apr-02-2016|2015-16|13,,,
Kentucky|https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx|Influenza - Flu|4|Low|Apr-02-2016|2015-16|13,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|4|Low|Apr-02-2016|2015-16|13
North Carolina|http://www.flu.nc.gov/ |North Carolina Influenza Update|4|Low|Apr-09-2016|2015-16|14,,,
Kansas|http://www.kdheks.gov/flu/surveillance.htm|Influenza Information|4|Low|Apr-09-2016|2015-16|14,,,
Wyoming|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/|Influenza|4|Low|Apr-02-2016|2015-16|13,,,
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|4|Low|Apr-09-2016|2015-16|14,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|4|Low|Apr-09-2016|2015-16|14,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|4|Low|Apr-16-2016|2015-16|15,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|4|Low|Apr-09-2016|2015-16|14,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|4|Low|Apr-16-2016|2015-16|15,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|4|Low|Apr-16-2016|2015-16|15
South Carolina|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|Influenza Activity and Surveillance|4|Low|Apr-16-2016|2015-16|15,,,
Texas|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|Influenza Surveillance|4|Low|Apr-16-2016|2015-16|15,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|4|Low|Apr-23-2016|2015-16|16,,,
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|4|Low|Apr-23-2016|2015-16|16,,,
North Carolina|http://www.flu.nc.gov/ |North Carolina Influenza Update|4|Low|Apr-23-2016|2015-16|16,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|4|Low|Apr-23-2016|2015-16|16,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|4|Low|Apr-23-2016|2015-16|16,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|4|Low|Apr-30-2016|2015-16|17,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|4|Low|Apr-23-2016|2015-16|16,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|4|Low|May-07-2016|2015-16|18,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|4|Low|May-21-2016|2015-16|20,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|4|Low|May-28-2016|2015-16|21,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|4|Low|Sep-03-2016|2015-16|35,,,
Puerto Rico|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|Puerto Rico Departamento de Salud|4|Low|Jul-23-2016|2015-16|29,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|4|Low|Aug-27-2016|2015-16|34,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|4|Low|Sep-03-2016|2015-16|35,,,
Kentucky|https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx|Influenza - Flu|4|Low|Oct-01-2016|2015-16|39,,,
Puerto Rico|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|Puerto Rico Departamento de Salud|4|Low|Oct-29-2016|2016-17|43,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|4|Low|Nov-05-2016|2016-17|44,,,
Puerto Rico|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|Puerto Rico Departamento de Salud|4|Low|Nov-05-2016|2016-17|44,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|4|Low|Nov-19-2016|2016-17|46,,,
Tennessee|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|Influenza-Like Illness Surveillance Summary Archive|4|Low|Nov-26-2016|2016-17|47,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|4|Low|Nov-26-2016|2016-17|47,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|4|Low|Dec-03-2016|2016-17|48,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|4|Low|Nov-26-2016|2016-17|47,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|4|Low|Dec-10-2016|2016-17|49,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|4|Low|Dec-03-2016|2016-17|48,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|4|Low|Dec-10-2016|2016-17|49,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|4|Low|Dec-17-2016|2016-17|50,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|4|Low|Dec-17-2016|2016-17|50,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|4|Low|Dec-17-2016|2016-17|50,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|4|Low|Dec-17-2016|2016-17|50
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|4|Low|Dec-17-2016|2016-17|50,,,
South Carolina|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|Influenza Activity and Surveillance|4|Low|Dec-17-2016|2016-17|50,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|4|Low|Dec-24-2016|2016-17|51,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|4|Low|Dec-24-2016|2016-17|51,,,
Idaho|http://flu.idaho.gov|Influenza|4|Low|Dec-31-2016|2016-17|52,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|4|Low|Dec-31-2016|2016-17|52,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|4|Low|Jan-07-2017|2016-17|1,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|4|Low|Jan-07-2017|2016-17|1
North Dakota|http://www.ndflu.com/default.aspx|Influenza|4|Low|Jan-07-2017|2016-17|1,,,
Kansas|http://www.kdheks.gov/flu/surveillance.htm|Influenza Information|4|Low|Jan-07-2017|2016-17|1,,,
Pennsylvania|http://www.flufreepa.com|Influenza Weekly Report |4|Low|Jan-07-2017|2016-17|1,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|4|Low|Jan-07-2017|2016-17|1,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|4|Low|Jan-14-2017|2016-17|2,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|4|Low|Jan-14-2017|2016-17|2,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|4|Low|Jan-14-2017|2016-17|2,,,
Texas|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|Influenza Surveillance|4|Low|Jan-14-2017|2016-17|2,,,
Pennsylvania|http://www.flufreepa.com|Influenza Weekly Report |4|Low|Jan-14-2017|2016-17|2,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|4|Low|Jan-14-2017|2016-17|2,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|4|Low|Jan-14-2017|2016-17|2,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|4|Low|Jan-14-2017|2016-17|2
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|4|Low|Jan-21-2017|2016-17|3,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|4|Low|Jan-21-2017|2016-17|3,,,
New Mexico|https://nmhealth.org/about/erd/ideb/isp/|Flu in New Mexico|4|Low|Jan-21-2017|2016-17|3,,,
Utah|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|Seasonal Influenza Weekly Update|4|Low|Jan-28-2017|2016-17|4,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|4|Low|Jan-28-2017|2016-17|4,,,
Michigan|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|Influenza Activity and Surveillance|4|Low|Jan-28-2017|2016-17|4
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|4|Low|Jan-28-2017|2016-17|4,,,
North Carolina|http://www.flu.nc.gov/ |North Carolina Influenza Update|4|Low|Jan-21-2017|2016-17|3,,,
West Virginia|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|Current Influenza Surveillance|4|Low|Jan-21-2017|2016-17|3,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|4|Low|Feb-04-2017|2016-17|5,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|4|Low|Feb-04-2017|2016-17|5,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|4|Low|Feb-04-2017|2016-17|5,,,
West Virginia|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|Current Influenza Surveillance|4|Low|Feb-04-2017|2016-17|5,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|4|Low|Feb-11-2017|2016-17|6,,,
California|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|Influenza (Flu)|4|Low|Feb-18-2017|2016-17|7,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|4|Low|Feb-18-2017|2016-17|7,,,
Idaho|http://flu.idaho.gov|Influenza|4|Low|Feb-18-2017|2016-17|7,,,
West Virginia|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|Current Influenza Surveillance|4|Low|Feb-11-2017|2016-17|6,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|4|Low|Feb-11-2017|2016-17|6,,
Nebraska|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|Weekly Flu Report|4|Low|Feb-18-2017|2016-17|7,,,
Wisconsin|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|Tracking Influenza in Wisconsin|4|Low|Feb-18-2017|2016-17|7,,,
New Hampshire|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|Influenza Control and Surveillance|4|Low|Feb-25-2017|2016-17|8,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|4|Low|Feb-25-2017|2016-17|8,,,
California|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|Influenza (Flu)|4|Low|Feb-25-2017|2016-17|8,,,
Iowa|http://idph.iowa.gov/influenza/surveillance|Iowa Influenza Surveillance Network|4|Low|Feb-25-2017|2016-17|8,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|4|Low|Mar-04-2017|2016-17|9,,,
